abstract	class
"since the late 1980s, when her band the sugarcubes became known internationally, singer-songwriter bjork, the most famous icelander since leif eriksson, has been met with both praise and criticism, almost always directed at her difference from westerners, pop musicians, adults, and even humans. biographer mark pytlik recalls the press around her album debut: ""nearly every new story paraded her otherness, lionized her differences, and positioned her as an outsider operating as a slave to her ever-changing emotional state."" (1) this persona was not entirely a figment of non-icelandic journalists' imaginations: bjork had circulated select facets of iceland's nationalist image/tourist imagery to contextualize her innovative blend of punk, pop, avant-garde, and electronic dance music with its themes of nature, sensuality, emotional intensity, and quirky curiosity. however, journalists turned her creative inspirations into essentialist metaphors, describing her emotions as ""volcanic"" and her appearance as ""elfish"" and including ""ice"" among her ""viking"" compositional tools. (2) against her intentions, bjork was set up as the ultimate other--nonhuman, childish, hysterical, and ""someone even men wanted to mother."" (3) bjork is indeed one of the most imaginative and unusual popular musicians of her time, but labeling her as an outsider and her music as fancifully but meaninglessly quirky misses one of her tantalizing projects: bjork musically defamiliarizes western cultural archetypes from within. she compels listeners to experience the whimsical performativity or infuriating constructedness of roles and situations that we may take for granted. in a famous early song, she plays a (seemingly child, alien, or animal) anthropologist who studies ""human behavior,"" singing, ""if you ever get close to a human and human behavior ... be ready to get confused"" (my emphasis). (4) journalist alex ross explains the irony of the song: ""it was a career-defining move: bjork positioned herself as a figure outside convention--as a member of another species, even--while using the second person to implicate the listener in the conspiracy."" (5) by involving listeners in the critique, she invites her audience to identify with her denaturalizing performances rather than see her artistic persona(e) as ""other."" understanding this aesthetic helps contextualize her gender performances, which resist normative sexualized feminine stereotypes yet also thoughtfully embody select female archetypes, playing on feminist perspectives ranging from equality to difference and occasionally even essentialism. femininity and motherhood have proven awkward territory for academic feminism and queer theory, which have focused (for at least the last thirty years) on the social construction and performance of gender and sex, centering on antinormativity. contemporary theorists typically critique mainstream depictions of motherhood for essentialism, heteronormativity, and biased assumptions that motherhood and particularly pregnancy are central to all women's identities. however, as feminist literary scholar susan fraiman argues, queer theories that reject femininity and motherhood outright while prizing masculinity and androgyny as ""cool"" and progressive replicate centuries-old sexism. (6) bjork's ""alien anthropologist"" interpretations of femininity and motherhood provide productive working examples of critically navigating these issues personally, artistically, and politically. this article addresses the interconnections between bjork's explorations of both essentialism and identity performance as she conveyed icelandic nationalism and then later invoked its icons in metaphors of world unity and peace; (7) simultaneously represented female sensuality and motherly nurturing, thus challenging the western asexual mother stereotype; and combined these interests in feminist critique of the patriarchal culture of war by examining terrorism and the ""war on terror"" through frames of motherhood. …"	sociology
purpose – a set of principal parameters (i.e. time, context, gap, outcome, and consequence) influences the ethical performance evaluation (epe) of business practices in the marketplace and society. the purpose of this paper is to describe a managerial framework of epe based upon these parameters. design/methodology/approach – case illustrations are used to underpin the introduced managerial framework of epe. findings – the epe of business practices is not only dependent upon the ethical values and principles of today, but those principles of tomorrow may be equally, or even more, crucial. the epe of business practices is also dependent upon the surrounding context and its specific ethical values and principles. furthermore, it is dependent upon the gap between different perceptions of ethical values and principles and if the outcome of the corporation's ethical values and principles are proactive or reactive in relation to the reigning ethical values and principles in the marketplace and society. finally, it is also dependent upon the potential and eventual consequences of ethical values and principles. research limitations/implications – the only way that we can “objectively” evaluate past ethical values and principles is through the use of ethical values and principles at the time and in respect to the context at hand. research tends to fail when considering the longitudinal and evolutionary dimensions in the exploration of ethical values and principles in business practices. there is too much focus upon on-the-spot-accounts in the past and in current research efforts. an important area for further research is how to deal with the durability and variability of ethical values and principles in business practices in the marketplace and society. the key may be a stronger emphasis on longitudinal research efforts that may explore them over time and as contexts evolve. ethical values and principles are connected and re-connected over time and across contexts in one way or another. they have a past, a current status and a future. practical implications – the decision as to whether business practices are ethical or unethical is – relatively speaking – easy to determine from a narrow perspective, however, the decision whether business practices are ethical or unethical becomes complicated as the perspective is widened and deepened. an introduced managerial framework of epe provides a generic foundation and structure to examine the acceptability versus unacceptability of business practices. originality/value – the paper introduces a managerial framework of epe, followed by case illustrations. it addresses the impact of time on ethical values and principles in any context on the potential and eventual gaps, outcomes and consequences in business practices. the managerial framework of epe may also be used in non-business areas whenever found applicable and convenient to use.	sociology
preserving humanity in the present technological age can be a challenge for all health care workers, but perhaps particularly for staff working within an intensive care environment. this article highlights some of the potential effects of such technology on staff, patients and relatives, particularly bringing to light some of the disadvantages brought about by the use of such technology. areas considered include the role of nurses within a technological environment, patients' and relatives' reactions to technology, the potential effect on autonomy and responsibility for both patients and nurses, economic issues, and finally ethical and moral issues raised by the advent of further technology. despite many positive contributions to nursing care which arise from the use of technology, there are disadvantages attributed to technology which have only been mentioned superficially in previous literature on this subject. the question arises as to whether nurses are able to balance preserving the humanity of patients with the extensive use of technology in an intensive care environment today.	sociology
abstract in this article, i juxtapose the experiences of the working-class, young woman i was years ago and the “middle-class” academic researcher that i have become with an attempt to theorise the difficult relationship of women’s studies to the academy in the u.k. i exemplify the ways in which the issue of women’s social class is particularly problematic for women’s studies by drawing on my own personal history of being working-class in the british higher education system. i maintain that, just as my sense of integrity and autonomy as a working-class woman was continually under assault in higher education, the position of women’s studies in the academy is also about “surviving in dangerous places,” which continually jeopardises women’s studies’ aim of validating women’s experiences across social classes. drawing on my recent experience i argue that issues of co-option, insecurity, and lack of authenticity are also hallmarks of women’s studies in the late 1990s.	sociology
states have developed a range of ways of interacting with the organizational structures of religions. us and european laws are used primarily to facilitate rather than to control religious activity. this is not to say that the legal systems in question do not control problematic behavior. it simply means that other tools in the state’s legal arsenal such as criminal laws and administrative sanctions are used to address problems. modern societies are experiencing increased pluralism, and the need to respond in fair ways to different religious communities has created the need for neutral structures that are easily adaptable.	sociology
the cinematic universe of tsai ming-liang gives us a chance to examine how contemporary taiwanese views of personal feelings, erotica and politics interact in the new arena of cinematic representations and the biopolitics of emotion. through an analysis of the representation of the emotions in tsai's cinematography i will discuss how, in the view of the director, they are formulated and shaped by society, mechanized by a world of hypermodern consumption. in his long and complex career, emotions have of course had different nuances and functions, so that at the beginning of the 1990s, with his first trilogy, these oppressed feelings still resemble the cries of individuals, a staging of repressed but powerful agencies, and an appeal for legitimacy, understanding and sympathy. they then become more and more the stylized items of memory, fragments of imagination related to time past and to the philosophical elaboration of buddhist concepts such as piety, contempt for the human world of the passions, and reincarnation. emotions such as mourning and longing are described as ways to reach a higher, more detached philosophical point of view; a metaphysical realisation of concepts such as impermanence and reincarnation. finally, with the porno-humorous twist of the wayward cloud, emotions are completely denied, banished to the abstract world of the musical, and commercialized through the imported media of pornographic movies, where the flesh prevails with its overwhelming power over individuals and society. so, while tsai can defy (and win out against) censorship with his quasi-erotic movie, he demonstrates also - both with cinema as art and as a social construct - how sex and emotions are commercialized and become, in the same way, mere objects of consumption.	sociology
in this article, the links between neighbour relationships, gender and morality are explored from an ethnomethodological perspective. talk between disputing neighbours was analysed for instances of gender relevance and subsequent moral assessment of neighbourly activities. data from two contexts were recorded: neighbour mediation and televised disputes. the data were transcribed and subsequently analysed using membership categorization analysis, an approach that examines speakers' situated categorizations of themselves and others and tracks the emergence of cultural and moral knowledge about social life. it was found that neighbours' complaints and defences were gendered in terms of categorizations of and about women. three inter-related themes emerged in this gendering of neighbour relations. the first was that of `motherhood' and its role in warranting not just complaints about women neighbours, but also defences against complaints. second, women's relationship status was regularly invoked. the categori...	sociology
"the idea of a status hierarchy governing the serious dating relationships of university students is subjected to definitive test. the data, from a state university population, support the assertion. high agreement, within and between sexes, is found on the ranking of fraternities and sororities. drops, pinnings, and engagements all tend to occur disproportionately among persons from similar prestige levels. the findings hold both for greek-affiliated and for independent students. the degree of status homogamy tends to increase with the seriousness of the involvement. interpretations of the findings are offered. t | nhe interests of sociologists in american dating patterns have ranged widely. some have studied the ages at which dating begins,' some have analyzed the normative system governing early dating,2 while *revision of a paper read at the annual meeting of the southern sociological society, 1968. the authors are grateful to robert g. lembke for his assistance in collecting the original data. carlfred b. broderick and stanley e. fowler, ""new patterns of relationships between the sexes among preadolescents,"" marriage and family living, (february 1961), pp. 27-30; william j. cameron and william f. kenkel, ""high school dating: a study in variation,"" marriage and fanmily living, (february 1960), pp. 74-76; august b. hollingshead, elmtown's youth (new york: john wiley & sons, 1949), pp. 224-225; and samuel h. lowrie, ""early and late dating: some conditions associated with them,"" marriage and family living, (august 1961), pp. 284-291. warren breed, ""sex, class and socialization in dating,"" marriage and family living, (may 1956), pp. 137-144; harold t. christensen, ""datthis content downloaded from 157.55.39.32 on mon, oct 04:21:03 utc all use subject to http://about.jstor.org/terms"	sociology
william forsythe's research into ways of engendering and organising movement has led him to pursue counterpoint, proprioperception, entrainment, and authenticity for organisational principles that also allow improvisation. artistic director and choreographer of the ballett frankfurt, and himself trained in ballet, forsythe shows an appreciation of and often a critical engagement with classical dance, transforming and revitalising it. when he works collaboratively, forsythe challenges the traditional distinction between choreographer and dancer, thus questioning hierarchy, authorship, and disciplinary boundaries.	sociology
une hypothese avancee par kanter (1977) veut que les femmes cadres des grandes entreprises feraient l'objet d'attitudes plus favorables si leur nombre augmentait jusqu'a atteindre la masse critique, soit 35% de l'effectif cadre. l'hypothese a ete en partie appuyee par une etude menee aupres de cadres de la fonction publique du canada, appeles a exprimer leurs opinions en fonction des proportions reellies (9% et 20%) ou hypothetiques (35% et 50%) des femmes cadres dans leur ministere. independamment du nombre, les attitudes des femmes (n = 158) se sont averees plus favorables que celles des hommes (n = 160). cependant, l'evaluation du statut des femmes cadres, la perception de leur apport a la culture d'entreprise et les attributions sur leur compte en fonction des quatre pourcentages ne concordaient pas avec ces attitudes. les differences de sexe et le manque de coherence entre ces differentes mesures ont donne lieu a un examen plus approfondi de leurs relations les unes avec les autres, au moyen de l'analyse des structures de causalite. effectuees separement pour les deux sexes, les analyses ont revele des agencements differents des variables pour les hommes et les femmes. les attitudes de ces dernieres sont directement liees aux attributions faites sur leur compte, celles de hommes a la force numerique. la discussion suggere que la force numerique representerait une condition necessaire mais non suffisante au changement des attitudes vis-a-vis des femmes cadres. according to kanter (1977), attitudes towards female managers will likely become more favourable as their numbers increase until a critical mass of 35% is reached. this hypothesis was partially supported by the results of a study conducted in canada. the attitudes of managers of the federal public service were measured as a function of actual (9% and 20%) or fictitious (35% and 50%) proportions of female to male managers in their departments. the results indicated that attitudes towards female managers were more positive amongst women (n = 158) than amongst men (n = 160), regardless of the ratios. the respondents' evaluations of the female managers' status and of their contribution to the culture of the organization were not consistent with expressed attitudes nor were the attributions for their managerial behaviour. in order to assess the relations amongst these variables, the present study included them in a theoretical model that was tested using path analysis for each gender group. results showed that attributions are directly related with women's attitudes, while ratios are related directly with those of men. these findings suggested that an increase in the ratio of female to male managers is a necessary but insufficient condition to change attitudes towards female managers.	sociology
policy in higher education suggests that curriculum should be more responsive to economist arguments than was the case in the past. although some guidance has been given to how to develop more work-integrated curricula, little attention has been given to interactions in meetings between workplace and academic representatives in which issues of curriculum development are discussed. as such there appears to be a gap in current curriculum theory. the author suggests that such interactions may be fruitfully examined using concepts derived from studies in the sociology of science and organizational dynamics. such analyses may contribute to understanding what conditions enable productive interactions, which may be the development of hybrid objects and languages which speak to both groupings.	sociology
the aspirations to reach what was at least in earlier times regarded as the pinnacle of scholarship and prestige in the learned world, that is, to become a professor, seemed to have emerged early in my life. there were few academics in my family. my father was a farm boy who had completed barely some five hundred days of primary schooling in the 1880s. my mother's father had completed the university matriculation examination in and his two sons, my mother's halfbrothers, attained doctoral degrees, the older in at the university of stockholm at the same time and in the same faculty as gunnar myrdal. my mother attended the solemn ceremonies in city hall, when the degrees were conferred. the story she told, painted by her vivid imagination and reading about the occasion in the newspaper, made a deep impression	sociology
joining debate with alavi, leys and saul, it is argued here that to analyse the post colonial state it is necessary to know not only generally which classes influence it, but the effect these classes have on the state and society and the relative position of each. a distinction should be made between the rulingclass and the governingclass, the former having always been the metropolitan bourgeoisie, while the latter has developed from the colonial administration to the post‐colonial state with a sophisticated array of instruments to control society, including the development of a form of state monopoly capitalism. an analysis of the tanzanian state illustrates this argument. the rise to power of the new governing class, the nizers(africanders) is examined to show that the various ‘progressive’ measures undertaken by the state (nationalisation, ‘socialist’ villages) have been methods adopted by the governing class to extend its control. whatever the anti‐capitalist nature of the ideology, and the well‐meani...	sociology
this article addresses the relative absence of class-based analysis in theatre and performance studies, and suggests the reconfiguration of class as performance rather than as it is traditionally conceived as an identity predicated solely on economic stratification. it engages with the occlusion of class by the ascendancy of identity politics based on race, gender and sexuality and its attendant theoretical counterparts in deconstruction and post-structuralism, which became axiomatic as they displaced earlier methodologies to become hegemonic in the arts and humanities. the article proceeds to an assessment of the development of sociological approaches to theatre, particularly the legacy of raymond williams and pierre bourdieu. the argument concludes with the application of an approach which reconfigures class as performance to the production of declan hughes's play shiver of which dramatizes the consequences of the dot.com bubble of the late 1990s for ambitious members of the irish middle class.	sociology
this presentation is to present the findings of the completed phd research thesis ‘birthing outside the system’ which explores what motivates women to choose homebirth in high risk circumstances or to choose free birth in australia. a qualitative study design using grounded theory was used to complete this research. data was predominantly gathered using in-depth interviews with women who hadmade the choice to birth outside the system. this research found that in women were motivated togive birth outside the system because they ‘wanted the best and safest’ for themselves, their babies and their families. through the process of ‘finding a better way’, than what is currently offered in mainstream maternity services, the participants concluded that birth outside the system was the best and safest option. this presentation will explain how women came to these conclusions by explaining their perceptions of risk and safety. understanding what makes women choose birth outside the system can help midwives and policy makers understand the shortfalls of the currentmaternity care system and seek ways to make it more acceptable to birthing women. this research will also aid midwives’ understanding of the women who make these choices and change the perception that they are ‘risk-takers’.	sociology
academic libraries are experiencing significant organizational changes that are having an impact on the library department head. the library department head’s job has undergone a dramatic shift from what was, until relatively recently, the typical middle manager’s line command position in the bureaucratic hierarchy. literature analyzing these changes has been reviewed and is discussed in the context of a specific effort to reengineer library technical service operations.	sociology
this article examines medical treatment forms as boundary genres, drawing on genre and disciplinary studies theories to argue that medical forms represent a commingling of the business, science, an...	sociology
the 1990s have seen a resurgence of interest in citizenship education in the ukand ireland. within the uk, interest in citizenship education has been fuelled by the labour government's commitment to a process of devolution and the establishment of new legislative assemblies in northern ireland, scotland and wales. this has given rise to renewed debate on issues related to nationality, identity and citizenship in each of the constituent countries of the uk. alongside this, there is a growing concern within each of these jurisdictions to understand how a sense of citizenship might be maintained within a context of increasing social, cultural and political diversity. in england in an advisory group on citizenship, under the chairmanship of professor bernard crick, issued its final report, education forcitizenship and the teaching of democracy in schools. one outcome has been the introduction of citizenship education for pupils in all schools from september for 5- to 11-year-olds and from september for 11- to 16-year-olds. the english citizenship curriculum has three main strands (social and moral responsibility; community involvement; and political literacy).the republic of ireland has had a longer involvement in the development of civic education. a pilot project between and led to the introduction of a new curriculum programme in civic, social and political education (cspe) in all secondary level schools from september 1997. cspe is a course in citizenship based on human rights and social responsibilities. it aims to develop active citizens who have a sense of belonging to the local, national, european and global communities. the course incorporates seven key concepts (democracy, rights and responsibilities, human dignity, interdependence, development, law and stewardship) and is taught through four units of study (the individual and citizenship; the community; the state; ireland and the world). in terms of its constitutional status, northern ireland is part of the uk, yet geographically it is part of the island of ireland. for historical and political reasons it has a unionist and loyalist population (predominantly protestant) that wishes to remain part of the uk and a nationalist and republican population (mainly catholic) that seeks to be part of a unified ireland. competing loyaltiesbetween british and irish identities have been a feature of the violent conflict in northern ireland for the past years. however, the belfast (good friday) agreement in april led to the establishment of new, democratic structures as part of an emerging `peace process' and guaranteed equal status to british and irish identities. this is the context in which current plans for the introduction of citizenship education in the northern ireland curriculum are taking place.this article describes recent developments in civic and citizenship education in each of these situations, highlighting the differing political contexts in which they have arisen and how these have influenced definitions of civic and citizenship education as part of new curriculum programmes.	sociology
(1977). part four: childbirth and midwifery on a guatemalan finca. medical anthropology: vol. no. pp. 69-104.	sociology
abstract the japan prize is probably the world's most prestigious international award for educational television programming. this article discusses how the contest is conducted, and reviews some of the criteria by which jurors determine prize winners, placing a particular emphasis upon the challenges involved in comparing productions from different cultures. the contest includes a number of professional activities for participants, including discussion sessions, seminars, visits to schools, and so on. award‐winning programmes are distributed to a set of tape libraries located in different parts of the world, to serve as models for instructional television production. the japan prize serves to promote excellence in instructional television in a variety of ways.	sociology
the spate of insecurity to life and property in which many countries find themselves today is a primary concern of not only the national governments, but also the international community. the latest terrorist attack of the united states' world trade centre in new york and the pentagon in washington, d. c. on september raises an important question about the security of many countries against internal and external attacks. apart from terrorist activities, the security of many countries is also seriously threatened by a variety of reported cases of drug, currency, human trafficking and dumping of toxic wastes across national boundaries. the suspension of these criminal acts depends to a large extent on the immigration laws and other regulations of countries on the movement of persons and goods across national borders. the paper will discuss the legal (from ecowas treaty and its relevant protocols) and economic perspectives with regard to nigeria's expulsion of ecowas citizens under the buhari regime, 1983-1995. efforts will be made to examine the following questions which the author believes are of continuing interest:a) to what extent did nigeria's efforts to regulate the movement of ecowas citizens across her borders violate its commitment to ecowas treaty on movement of persons and goods?b) to what extent did nigeria accept limitation on her right to regulate same?c) in what ways did nigeria's economic security interest a major factor in controlling the movement of persons into nigeria? the purpose of the paper is three-fold. first, it seeks to take a cursory look at the conflict between the nigerian constitutional provisions and the country's legal and moral obligations to the ecowas treaty. second, it will attempt to show through a discussion of how nigeria can manage the tight-rope road of observing the provisions of the ecowas treaty without at the same time sacrificing its sovereignty. the paper concludes that the rationale for the expulsion of the so-called illegal aliens from nigeria by the buhari regime was motivated by the problem of enforcement of the provisions of ecowas treaty on movement of persons within the west african sub-region. key words: illegal, aliens, expulsion, immigration, obligation, multilateral. global journal of social sciences vol.3(1&2) 2004: 21-27	sociology
pre-marital sex in america: how young americans meet, mate, and think about marrying mark regnerus & jeremy uecker, new york & oxford: oxford university press viii + pp., us$24.95, £15.99 ...	sociology
the statement of the defence delivered in the criminal action (causa publica) of aulus cluentius habitus-cicero’s longest actually delivered speech left to us-is from that is, the year when cicero was praetor. in certain respect, it is the precious stone of cicero’s ars oratoria since its narrative is vivid, full of turns like a crime story; events, scenes, planes of time replace one another boldly, sometimes seemingly illogically but, being subordinated to the effect the orator means to attain, in an exactly premeditated sequence. cluentius was charged, on the one hand, with poisoning his stepfather, statius albius oppianicus. the other part of the charge was founded on the criminal proceedings under which eight years before cluentius charged oppianicus with poisoning attempt against him, as a result of which oppianicus was compelled to go into exile-in the current lawsuit, however, the prosecution brought it up against him that the former court of justice declared oppianicus guilty purely because cl...	sociology
since it began in the mid-1990s, the debate surrounding the normalisation of adolescent recreational drug use has attracted considerable attention and has tended to polarise opinion within the field. in this article two of the main protagonists in the debate come together to discuss its legacy. focusing on the twin themes of continuity and change the authors begin by considering the relevance of early developments in the sociology of drug use, noting that this earlier work anticipated much that has recently been written on the subject, including the emphasis on hedonism and consumption in leisure lifestyles. from here they go on to critically reflect on the role that structure and agency have played in the normalisation debate, suggesting that the original thesis underplayed the role of structural influences in favour of a rational action model of adolescent drug use. in their more recent work, both authors have come to emphasise how drug use is shaped by an interplay between social structure and human agency. while some areas of disagreement remain, they agree that normalisation is best understood as a contingent process negotiated by distinct social groups operating in bounded situations.	sociology
how does the support of mentors based in study centres affect the performance of distance education students, both in their course assignments and in their final examinations? helmut fritsch and gerhard strohlein ‐ from the central institute for distance education research (ziff) in the femuniversitat in west germany ‐ address this question through an analysis of some of the data collected at the university. in their discussion, they also shed light on some of the methodological problems raised by this kind of analysis, while stressing the system‐specific nature of their findings.	sociology
narrative and dialogic modes of theorizing identity are both premised on textuality. however, theories of narrative identity tend towards unity and coherence (in accordance with the notion of narrative as constant and pre‐given), whereas the dialogic mode is more aligned with the postmodern novelistic literature (thus drawing heavily on dispersion, voice, disorder, and otherness). in accordance with the approach of mikhail bakhtin, the present study attempts to remedy the shortcomings of narrative identity by proposing change as involving shifting identities that are achieved through the transposition of utterances. only through the recognition of the undecidable, unfinalizable nature of utterance can change be conceived as being shaped and reshaped through shifting identities. such an approach reveals the interlocking relation between change and the varied texts people inhabit as they contemplate change.	sociology
the potential of the camera framing, or shot-size, semiotic resource to encode meanings related to social distance has been recognized for some time. this study seeks to bring this resource into th...	sociology
this paper seeks to discuss female entrepreneurs and the challenges they face. women in the last decades have made significant progress in obtaining responsible positions in the organizations. this paradigm shift is as a result of laws governing equal opportunities and equal pay; fair employment practices; changing societal attitudes towards women in the work place; and organizations’ desire to place qualified women in managerial positions to project a favourable image. many women are becoming more educated and the idea that a woman should stay at home, baby sit, cook, go to market, take care of the children and the home is no longer current. the number of women who are gainfully employed increases per day. girl-child education is also on the increase in nigeria. this study was conducted in gwagwalada area council, f.c.t abuja. the population is about one hundred and fifty seven thousand people .the mean age is 41.59 ± 9.652. female entrepreneurs despite the problems and challenges they have faced in business are unrelenting and have continued to make meaningful contributions to their family, the area council and the nation. this paper among many issues will focus on the nature, the role and the characteristics of women entrepreneurs, the role of economic and political developments in enabling the women to start their own business, types of businesses women engaged in sources of finance and other resources, the challenges women face in business; failures and secrets to their successes, and the future challenges.	sociology
this article contributes to our understanding of the production of neoliberal policies and political culture by offering an anthropological analysis of women, poverty policy, and third way politics in ontario, canada. after tracing the history of neoliberal politics globally and in ontario, i consider two examples of women's attempts to shape poverty policy drawn from ethnographic research in the legislature. the first centers on a social assistance recipient who was unexpectedly thrust into the media spotlight, thus given a chance to speak publicly about ontario's welfare policies. the second focuses on a consciously planned challenge to policy by a coalition of feminist researchers and front‐line workers. these cases illuminate the challenges facing feminists who seek to shape third way government policy, as discussion of gender and socioeconomic inequality is actively avoided by politicians, and women's experiences of poverty and demands for action are ignored, obfuscated or re‐packaged.	sociology
"in an ad hoc committee of harvard faculty publicly redefined death as ""brain death"". what interests and issues compelled the redefinition of death, and formed the ""spirit"" of this precedent-setting policy? this paper reports on an historical study of the files of the harvard ad hoc committee, the proceedings of an international conference on ethical issues in organ transplantation, and a review of the medical literature and media in the decades preceding the redefinition of death. this analysis of the technological and professional forces involved in the redefinition of death in questions two common theses: that technological ""progress"", primarily in the areas of life support and electroencephalography, literally created brain-dead bodies and dictated their defining features (respectively), and that harvard's definition of brain death by committee constituted a net loss of autonomy for medicine. in fact, medical researchers through the 1960s disputed and negotiated many features of the brain death syndrome, and transplantation interests-perhaps more kidney than heart-played a particularly influential role in tailoring the final criteria put forth by harvard in 1968. it is also doubtful whether harvard's definition of brain death by multidisciplinary committee undermined medical privilege and autonomy. the harvard ad hoc committee may not have succeeded in establishing definitive, indisputable brain death criteria and ensuring their consistent application to all clinical cases of brain death. however, it did gain significant ground for transplant and other medical interests by (1) establishing brain death as a technical ""fact"" and the definition of brain death as an exercise for medical theorists, (2) involving non-medical ethics and humanities experts in supporting the technical redefinition of death, and, (3) successfully involving transplant surgeons in the redefinition of death and attempting (albeit unsuccessfully) not to exclude them from the actual diagnosis of death in individual cases."	sociology
the project described in this paper included a bold attempt to involve a person with learning difficulties as a co-researcher (bigby & frawley, this issue). the authors are uncompromisingly h...	sociology
the paper examines contest over one of trieste's most emotive sites of memory, the former nazi death camp at the risiera di san sabba. attention is paid to the risiera as a site for ceremonial recollection of world war two, and to the enmeshing of the local civic calendar of events within wider currents of academic and political revisionism affecting the upper adriatic. the paper complements existing studies of former nazi camps as memorial sites through attention to a distinctive geographical and political context, and by exploring the risiera as an increasingly problematic site of performance.	sociology
although community capacity is a central concern of community development experts, the concept requires clarification. because of the potential importance of community capacity to health promotion, the division of chronic disease control and community intervention, centers for disease control and prevention (cdc), convened a symposium in december with the hope that a consensus might emerge regarding the dimensions that are integral to community capacity. this article describes the dimensions that the symposium participants suggested as central to the construct, including participation and leadership, skills, resources, social and interorganizational networks, sense of community, understanding of community history, community power, community values, and critical reflection. the dimensions are not exhaustive but may serve as a point of departure to extend and refine the construct and to operationalize ways to assess capacity in communities.	sociology
outlines the transformation process in armenia during the last decade with respect to gender issues. covers, in turn, political and economic reforms before looking at the education system. looks at the work of the centre of gender studies at the vanadzor state pedagogical institute including initial findings and the future direction of research.	sociology
"two possibilities of devising a uniform scientific terminology are to limit a word from everyday language to a restricted meaning and to coin new words. the disadvantage of the former lies in the conventional implications which cling to old words, especially true in sociology. the latter procedure is justifiable only when there exists a clearly defined concept, recognized and used by a large number of workers, for which no appropriate word can be found in common language. there has grown up an entirely new body of thought, the study of the quantitative aspects of human population, for which the term ""population"" is now used. this word, however, refers to the qualitative aspect as well as to the quantitative aspect. larithmics (from greek roots meaning people and number) is suggested as an appropriate term for the study of the quantitative aspects of population."	sociology
why did material culture studies take up such a central space in the develop ment of european ethnology in sweden and why was this field abandoned, only to return during the 1980s in the new form of studies of 'creative con sumption' ? this paper looks at the changing ways in which the world of goods has been a research topic. drawing on the swedish experience it also discusses some ways of revitalizing the field, focusing on the materiality of everyday life, from the level of home-making to nation-building.	sociology
it is entirely right and proper to share memories of dr. carl baum. capturing who he was and how he contributed provides those of us who remain with visible goals and aspirations for our own behaviors and endeavors. dr. baum received a multitude of symbols and tokens for his achievements as a scientist. i have the good fortune to remember him in modestly different contexts that perhaps help us to understand better the whole man.	sociology
abstractbest planning day ever, green, fun, play, flexible … are terms not usually associated with strategic planning. at the university of technology, sydney (uts), plans to open a new library building in have ignited discussions about the library of the future, its meaning and role in a digital world, and the implications of further rapid changes. the library's strategic planning process in was an opportunity to take the collective energy further by involving library staff in the strategic thinking and planning. the process aimed to provide conditions for open conversation through gadamerian play, and creative modelling based on ideas of revealing and imagineering. the planning started with a playful engagement to generate ideas and promote divergent thinking, and moved through several stages of increasingly convergent thinking to arrive at strategic actions, which were created and supported by all participants. the formal goals of strategic planning were maintained throughout the process and ...	sociology
this article raises questions about the role and function of influence in holocaust fiction. particular attention is paid to the works of fiction in which authors are consciously using documentary materials. three case studies are presented: once by morris gleitzman, call the swallow by fergus o'connel, and polsk krigsommar by mogels kjelgaard. in each case, the links with the documentary sources are analysed in detail.	sociology
this article aims to understand the development and debates surrounding a controversial history textbook reform in post-soviet moldova. the textbook debate highlighted two identity agendas: first, for politicians and government officials, reforming the curriculum was necessary for the consolidation of a national identity; second, for educators, reforming the curriculum was also a means to reinforce a professional identity. ultimately, this “mock reform” was implemented unevenly. this case demonstrates that when national history is contested, educators have an important role in constructing the meaning(s) of reforms and aiding in their implementation.	sociology
the popular on the cultural traditions is structured in participation as a central focus of the social process. in this perspective, the sociological analysis must account for this in the discussion of popular and traditional. this means placing the issue of participation in socio-economic development conditions and power relations. hence, the analysis focuses on the participatory nature of popular traditions included in the economic, political and cultural relations inherent to reality. thus, in traditional folk culture it is shown the denomination of popular and traditional by the social meaning it occupies in the interpretative system of the subjects in their social relationship. this is therefore a critical perspective that is built as an immediate corollary of the theory that underlies, and both express the worldview. the possibilities of participation distinguish the popular and traditional both in its status but also as a demonstration to the development of cultural expressions. in turn, studies have contributed to the analysis of the problems of traditional folk culture and its ongoing interaction with modernity.	sociology
